dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1730944800,5,5126.95,57.22,111.04,0.16,33.86,290.57,360.68,77.01
1730948400,5,6675.72,123.38,111.04,2.46,37.19,319.34,394.69,84.1
1730952000,5,7797.24,162.72,112.41,6.08,27.89,328.45,405.89,64.34
1730955600,5,7690.43,148.42,126.12,11.27,21.46,318.26,394.65,48.13
1730959200,5,7049.56,101.92,145.32,22.71,18.6,299.41,369.87,36.48
1730962800,5,2296.45,5.98,58.26,161.65,55.79,213.56,254.35,9.5
1730966400,5,1668.93,2.65,34.62,197.41,64.85,204.2,241.74,6.4
1730970000,5,1508.71,1.76,28.79,205.99,63.9,198.28,235.25,6.52
1730973600,5,2429.96,4.69,78.14,151.63,60.08,221.91,261.78,12.92
1730977200,5,4379.27,12.41,172.73,60.08,68.66,266.57,311.8,25.84
1730980800,5,6835.94,53.64,246.76,4.69,82.02,303.82,353.93,39.52
1730984400,5,9506.23,118.02,293.37,0.03,98.23,345.37,401.31,52.18
1730988000,5,10467.53,141.26,315.31,0.0,102.04,384.8,447.71,62.32
1730991600,5,10574.34,130.53,312.57,0.0,89.65,413.39,484.45,69.92
1730995200,5,9719.85,116.23,271.44,0.0,56.27,410.66,490.8,64.85
1730998800,5,8224.49,95.67,216.6,0.0,39.1,385.01,473.53,63.33
1731002400,5,6782.53,77.78,169.99,0.0,32.9,354.91,446.47,60.8
1731006000,5,5607.6,59.9,143.95,0.0,29.33,321.34,408.47,55.22
1731009600,5,4646.3,37.55,127.49,0.0,25.03,295.38,376.22,47.62
1731013200,5,3845.21,18.33,111.04,0.02,21.46,279.15,355.57,41.04
1731016800,5,3284.45,6.48,90.48,0.85,19.79,272.54,342.21,33.94
1731020400,5,2910.61,1.29,71.97,4.34,19.79,270.32,334.16,30.4
1731024000,5,2777.1,0.69,61.69,6.79,20.27,272.51,332.63,29.89
1731027600,5,2857.21,2.68,61.01,3.44,20.03,276.41,334.43,30.4
1731031200,5,3685.0,26.15,68.55,0.07,19.55,296.68,355.86,29.64
1731034800,5,5287.17,79.57,78.83,0.47,19.31,329.69,391.78,25.33
1731038400,5,6301.88,114.44,86.37,2.44,19.55,351.72,413.93,20.77
1731042000,5,6568.91,111.76,104.19,7.06,20.27,364.37,425.65,20.27
1731045600,5,6195.07,79.57,130.24,18.24,21.22,372.12,430.84,19.51
1731049200,5,1922.61,3.63,45.24,155.93,53.88,263.86,307.71,2.12
1731052800,5,1401.9,1.51,24.33,183.11,39.1,220.88,263.93,2.69
1731056400,5,1321.79,1.1,22.62,191.69,35.76,206.13,248.96,3.42
1731060000,5,2216.34,3.63,71.97,128.75,29.56,230.11,275.38,8.99
1731063600,5,3685.0,10.95,145.32,41.13,28.61,268.0,316.99,19.51
1731067200,5,5180.36,54.09,178.22,1.92,31.47,293.45,345.93,30.15
1731070800,5,6942.75,121.59,197.41,0.0,35.76,313.16,369.61,41.04
1731074400,5,7797.24,148.42,208.38,0.0,37.19,324.91,386.02,49.14
1731078000,5,7583.62,139.47,191.93,0.0,33.86,329.31,395.54,51.17
1731081600,5,7476.81,130.53,183.7,0.0,32.42,340.57,411.93,53.2
1731085200,5,7476.81,123.38,186.44,0.0,35.76,354.06,430.54,63.33
1731088800,5,7263.18,114.44,180.96,0.0,34.81,356.19,435.0,66.88
1731092400,5,6835.94,102.82,172.73,0.0,31.95,342.49,418.97,63.84
1731096000,5,6141.66,83.15,160.4,0.0,28.61,327.62,400.6,59.28
1731099600,5,5447.39,62.58,145.32,0.0,25.51,315.04,384.99,55.73
1731103200,5,4592.9,42.47,123.38,0.0,21.93,296.97,361.8,49.14
1731106800,5,3952.03,27.72,104.19,0.0,19.31,282.97,343.37,44.08
1731110400,5,3578.19,21.46,91.85,0.0,18.6,277.06,335.14,43.06
1731114000,5,3471.37,21.68,82.94,0.01,18.84,277.93,335.77,43.57
1731117600,5,3952.03,42.47,76.77,0.01,20.5,291.28,351.92,46.61
1731121200,5,5073.55,91.2,71.97,0.42,21.22,308.85,372.28,45.6
1731124800,5,5928.04,125.17,70.6,2.15,17.88,317.96,382.09,31.66
1731128400,5,5874.63,116.23,79.51,6.17,15.5,310.25,371.59,24.83
1731132000,5,5126.95,76.0,95.96,17.34,14.19,287.79,343.77,20.77
1731135600,5,1335.14,3.44,29.82,133.04,30.04,150.72,192.42,4.5
1731139200,5,934.6,1.36,15.08,153.06,23.13,121.96,159.3,4.31
1731142800,5,894.55,0.98,13.88,158.79,21.93,116.28,152.1,4.5
1731146400,5,1495.36,3.24,45.24,110.15,16.45,126.34,162.8,9.5
1731150000,5,2483.37,8.16,93.22,38.27,14.42,146.77,185.55,17.48
1731153600,5,3578.19,36.66,116.53,2.17,16.69,164.42,205.54,26.09
1731157200,5,4966.74,87.62,134.35,0.0,21.93,185.16,229.3,35.46
1731160800,5,6034.85,114.44,161.77,0.0,27.18,207.3,255.64,45.09
1731164400,5,6622.31,116.23,183.7,0.0,31.95,229.9,282.89,54.72
1731168000,5,6942.75,108.18,197.41,0.0,37.19,252.45,311.03,62.82
1731171600,5,6942.75,98.35,197.41,0.0,40.53,267.61,331.08,68.9
1731175200,5,6675.72,92.09,189.19,0.0,40.53,272.49,338.75,71.94
1731178800,5,6408.69,87.62,178.22,0.0,39.58,267.99,333.31,71.94
1731182400,5,5981.45,78.68,165.88,0.0,37.67,259.94,323.64,69.92
1731186000,5,5340.58,62.58,146.69,0.0,34.81,250.43,311.8,65.86
1731189600,5,4592.9,46.04,123.38,0.0,30.52,237.1,294.74,59.78
1731193200,5,4112.24,33.08,109.67,0.0,26.94,229.98,284.13,56.24
1731196800,5,3845.21,25.7,102.82,0.0,24.08,228.7,281.21,55.73
1731200400,5,3631.59,24.36,93.22,0.0,23.6,225.89,275.59,51.68
1731204000,5,3791.81,40.23,78.83,0.0,22.17,230.03,277.62,43.06
1731207600,5,4272.46,68.84,65.8,0.25,16.69,237.32,282.57,28.88
1731211200,5,4165.65,71.53,58.95,1.26,11.68,233.51,274.56,14.06
1731214800,5,3898.62,65.27,58.95,2.5,11.32,229.36,268.31,12.03
1731218400,5,3471.37,50.51,61.01,3.08,11.68,221.31,258.27,12.29
1731222000,5,1682.28,2.63,44.55,57.94,20.5,154.72,180.75,8.23
1731225600,5,1615.52,3.32,41.47,75.1,36.24,139.97,164.15,7.6
1731229200,5,2029.42,4.92,53.47,78.68,51.98,159.42,185.11,6.21
1731232800,5,2403.26,5.92,69.23,65.8,30.52,166.96,195.92,8.23
1731236400,5,2964.02,8.83,94.59,27.54,15.5,158.07,188.9,12.03
1731240000,5,3738.4,32.63,106.93,1.88,12.4,150.1,182.08,14.57
1731243600,5,4646.3,76.89,98.71,0.0,12.87,149.22,182.95,18.24
1731247200,5,5447.39,109.08,93.22,0.0,14.07,158.82,196.74,23.81
1731250800,5,5928.04,125.17,91.85,0.0,15.5,178.3,222.15,29.39
1731254400,5,6034.85,123.38,93.22,0.0,17.4,193.9,243.81,36.98
1731258000,5,6355.29,128.75,100.08,0.0,21.93,213.43,270.44,50.66
1731261600,5,6835.94,143.05,108.3,0.0,25.03,232.31,294.79,61.3
1731265200,5,6942.75,146.63,111.04,0.0,25.51,232.94,290.41,54.72
1731268800,5,6515.5,130.53,104.19,0.0,22.41,221.3,266.76,35.46
1731272400,5,5340.58,87.62,94.59,0.0,18.6,190.69,222.8,15.96
1731276000,5,3631.59,36.66,80.2,0.0,12.64,143.24,164.1,5.89
1731279600,5,2670.29,15.87,61.69,0.06,9.54,112.06,127.68,5.13
1731283200,5,2189.64,9.5,48.67,0.22,9.42,95.41,108.14,6.02
1731286800,5,2109.53,13.08,42.5,0.1,8.46,93.4,107.23,7.98
1731290400,5,2643.59,36.21,39.76,0.0,8.82,105.45,124.55,11.15
1731294000,5,3524.78,76.89,40.78,0.2,9.78,115.84,140.0,13.05
1731297600,5,4165.65,106.39,43.18,0.89,11.09,120.9,147.97,13.05
1731301200,5,4699.71,125.17,46.61,1.3,13.95,128.55,157.45,13.68
1731304800,5,4806.52,125.17,52.78,0.77,18.36,127.19,154.9,13.81
1731308400,4,1922.61,8.72,67.17,16.99,55.79,73.83,86.19,5.51
1731312000,5,2002.72,8.94,62.38,32.19,67.71,82.35,94.3,5.64
1731315600,5,2349.85,10.62,69.23,40.77,68.66,96.61,109.49,6.71
1731319200,5,3097.53,20.34,90.48,26.11,55.31,115.39,130.95,10.77
1731322800,5,4539.49,56.33,115.16,5.5,51.02,141.72,162.4,20.01
1731326400,5,6301.88,119.81,132.98,0.44,54.84,167.06,192.52,31.92
1731330000,5,8438.11,196.7,154.91,0.0,58.17,196.15,228.54,48.13
1731333600,5,9826.66,246.76,169.99,0.0,56.74,227.46,269.51,64.34
1731337200,5,10360.72,261.07,171.36,0.0,51.98,256.27,308.39,72.96
1731340800,5,10040.28,253.92,160.4,0.0,41.01,270.3,330.53,66.88
1731344400,5,9292.6,228.88,139.83,0.0,27.66,266.2,331.59,48.64
1731348000,5,7904.05,189.54,115.16,0.0,17.17,235.2,299.13,30.15
1731351600,5,6248.47,141.26,94.59,0.0,10.37,182.6,237.77,17.73
1731355200,5,4753.11,94.77,80.2,0.0,7.99,138.72,184.9,15.96
1731358800,5,3631.59,58.11,69.23,0.0,7.75,110.01,149.67,17.73
1731362400,5,2830.51,33.53,61.01,0.0,8.11,91.86,125.93,19.0
1731366000,5,2323.15,18.78,52.09,0.02,6.79,81.39,110.31,15.33
1731369600,4,1976.01,11.4,43.87,0.12,5.25,73.37,98.28,10.64
1731373200,4,1922.61,12.85,38.39,0.11,4.83,70.12,92.94,8.49
1731376800,5,2429.96,34.42,38.04,0.01,6.5,78.87,103.32,11.27
1731380400,5,3284.45,68.84,43.87,0.86,8.23,87.35,113.15,13.93
1731384000,5,3417.97,72.42,51.41,6.26,9.06,80.58,104.09,14.82
1731387600,5,3524.78,69.74,58.26,13.23,9.89,80.95,105.4,17.23
1731391200,5,3124.24,48.73,63.75,26.11,10.01,76.63,100.63,16.21
1731394800,3,974.66,3.02,17.99,125.89,15.74,32.37,40.73,3.61
1731398400,4,854.49,1.77,13.02,141.62,15.26,30.63,38.02,2.98
1731402000,4,881.2,1.58,14.22,148.77,17.17,32.48,40.23,3.2
1731405600,3,1508.71,4.58,42.84,115.87,12.76,46.18,57.62,7.98
1731409200,4,2243.04,7.1,78.83,65.09,9.06,60.91,75.84,12.67
1731412800,4,2883.91,7.93,115.16,14.66,8.94,73.1,90.26,15.71
1731416400,5,3898.62,40.68,120.64,0.04,9.89,94.88,116.26,19.76
1731420000,5,4699.71,72.42,117.9,0.0,10.61,125.31,153.52,21.79
1731423600,5,4966.74,80.47,116.53,0.0,10.85,154.24,189.49,21.03
1731427200,5,5180.36,84.04,115.16,0.0,11.32,178.44,219.69,21.53
1731430800,5,5393.98,88.51,113.79,0.0,12.16,195.81,243.11,24.83
1731434400,5,5500.79,91.2,112.41,0.0,12.76,198.73,249.73,27.87
1731438000,5,5073.55,79.57,106.93,0.0,12.04,182.64,231.34,27.11
1731441600,5,4539.49,60.8,102.82,0.0,11.56,166.94,211.48,26.6
1731445200,5,4112.24,44.26,98.71,0.0,12.04,160.36,203.04,28.37
1731448800,5,3631.59,29.5,93.22,0.0,12.4,152.48,192.8,30.4
1731452400,5,3311.16,20.12,87.74,0.01,13.47,147.33,185.76,33.94
1731456000,5,3231.05,18.1,86.37,0.01,15.74,148.93,187.38,40.02
1731459600,5,3417.97,23.69,87.05,0.0,19.31,156.46,196.81,49.14
1731463200,5,4272.46,56.33,89.11,0.0,24.8,180.68,226.18,61.81
1731466800,5,5981.45,126.96,90.48,0.69,29.8,216.57,267.26,69.92
1731470400,5,7476.81,189.54,89.11,2.32,24.32,244.59,297.16,54.21
1731474000,5,8117.68,207.42,98.71,5.28,21.22,259.67,311.87,47.12
1731477600,5,7797.24,171.66,124.75,11.44,18.84,252.96,300.14,38.0
1731481200,5,2429.96,17.66,72.66,78.68,30.52,98.84,117.07,11.65
1731484800,5,1842.5,8.05,53.47,115.87,35.29,93.57,109.63,8.87
1731488400,5,1815.8,5.7,52.09,134.47,43.39,102.92,119.12,8.61
1731492000,5,2696.99,10.51,91.85,101.57,40.05,131.62,151.9,15.07
1731495600,5,4219.06,23.47,159.03,37.91,37.67,170.89,197.68,28.12
1731499200,5,5928.04,70.63,197.41,2.39,40.53,205.4,237.6,41.54
1731502800,5,8544.92,150.2,238.54,0.0,49.59,248.16,286.59,57.76
1731506400,5,11322.02,216.36,293.37,0.0,63.9,304.52,351.63,76.0
1731510000,5,13137.82,243.19,334.5,0.0,75.34,360.82,417.99,91.2
1731513600,5,13137.82,225.31,329.02,0.0,73.43,391.51,460.18,90.18
1731517200,5,11001.59,169.87,271.44,0.0,55.79,371.32,449.45,76.0
1731520800,5,8224.49,116.23,197.41,0.0,35.76,309.57,390.33,57.25
1731524400,5,5928.04,76.0,142.57,0.0,21.7,240.91,315.33,40.53
1731528000,5,4379.27,48.73,108.3,0.0,15.74,188.21,255.25,32.93
1731531600,5,3337.86,29.5,85.68,0.0,13.35,153.94,213.7,31.66
1731535200,5,2777.1,18.55,72.66,0.02,13.23,138.63,192.68,33.44
1731538800,5,2616.88,13.75,68.55,0.05,14.54,137.82,188.15,37.49
1731542400,5,2696.99,14.31,68.55,0.03,16.45,145.33,194.14,42.05
1731546000,5,2990.72,21.46,70.6,0.01,17.64,156.24,205.05,44.58
1731549600,5,4005.43,52.75,76.77,0.0,18.6,182.47,234.08,43.06
1731553200,5,5661.01,110.86,87.74,0.45,17.64,218.38,272.67,33.94
1731556800,5,6675.72,146.63,95.96,2.57,15.5,236.94,289.71,23.31
1731560400,5,6942.75,148.42,106.93,5.32,15.97,245.63,295.72,23.81
1731564000,5,6301.88,110.86,124.75,9.12,19.07,236.05,279.33,23.31
1731567600,5,2136.23,7.71,76.09,85.12,57.7,116.9,138.59,7.6
1731571200,5,1602.17,4.36,56.89,107.29,55.79,95.12,113.32,5.64
1731574800,5,1602.17,3.74,57.58,110.15,59.13,90.88,107.96,5.57
1731578400,5,2510.07,9.72,100.08,65.8,44.82,102.25,121.49,10.39
1731582000,5,4379.27,44.7,153.54,11.98,29.8,127.25,151.26,13.93
1731585600,5,6568.91,121.59,167.25,0.68,22.41,148.55,177.22,13.17
1731589200,5,8331.3,191.33,163.14,0.0,18.84,155.2,188.99,16.47
1731592800,5,8544.92,207.42,149.43,0.0,18.36,157.41,197.31,25.33
1731596400,5,8224.49,196.7,138.46,0.0,20.5,166.45,212.58,37.49
1731600000,5,7476.81,171.66,127.49,0.0,21.46,171.67,222.22,44.58
1731603600,5,7049.56,155.57,122.01,0.0,17.17,181.6,235.82,35.46
1731607200,5,6729.13,141.26,123.38,0.0,11.56,181.25,236.45,19.51
1731610800,5,5981.45,116.23,123.38,0.0,6.97,161.02,211.22,8.99
1731614400,5,5073.55,87.62,113.79,0.0,5.13,140.57,184.94,7.09
1731618000,5,4325.87,63.48,102.82,0.0,4.53,127.49,168.89,7.09
1731621600,5,3631.59,41.13,90.48,0.0,4.29,114.97,153.32,7.41
1731625200,5,3070.83,26.38,78.83,0.01,4.35,105.19,140.94,7.54
1731628800,5,2696.99,19.0,69.23,0.03,4.59,96.77,129.38,7.66
1731632400,5,2483.37,17.88,62.38,0.06,5.13,88.95,118.3,7.66
1731636000,5,2964.02,40.23,61.69,0.0,7.15,92.6,120.9,9.25
1731639600,5,3845.21,75.1,71.97,0.25,9.06,97.3,124.92,9.5
1731643200,5,3631.59,65.27,85.68,2.06,14.31,82.06,104.45,7.79
1731646800,5,4272.46,74.21,95.96,3.04,21.22,86.74,108.5,7.66
1731650400,5,3578.19,37.1,100.08,3.22,21.46,77.77,97.85,6.21
1731654000,3,1321.79,0.64,42.5,80.82,21.22,49.61,61.91,2.53
1731657600,3,1108.17,1.52,32.9,95.84,20.74,46.94,58.66,2.66
1731661200,3,1068.12,2.21,31.87,97.27,19.07,43.84,54.85,2.82
1731664800,4,1976.01,8.94,71.97,47.21,12.99,55.51,69.32,5.0
1731668400,5,3631.59,43.36,111.04,4.56,11.44,79.28,98.38,6.52
1731672000,5,5287.17,105.5,127.49,0.12,12.04,103.53,126.4,7.73
1731675600,5,6515.5,157.36,143.95,0.0,13.83,124.32,150.8,9.63
1731679200,5,6729.13,164.51,152.17,0.0,15.14,137.29,167.74,10.51
1731682800,5,5661.01,128.75,141.2,0.0,14.19,136.51,168.87,10.26
1731686400,5,3631.59,54.54,112.41,0.0,10.97,110.06,136.6,8.23
1731690000,5,2696.99,24.14,91.85,0.05,8.11,91.95,115.39,8.23
1731693600,5,2269.74,10.17,81.57,0.99,7.09,79.16,100.81,7.79
1731697200,4,2056.12,2.35,74.71,5.5,6.26,71.01,90.29,6.4
1731700800,4,2162.93,1.69,76.77,4.96,5.25,72.14,91.16,5.07
1731704400,4,2243.04,1.3,78.83,4.16,4.35,70.73,90.39,4.24
1731708000,4,1815.8,0.18,58.95,12.7,3.01,52.75,68.96,3.32
1731711600,3,1388.55,0.02,39.76,24.32,2.44,39.42,51.73,2.94
1731715200,3,1188.28,0.01,31.87,30.04,2.47,33.94,44.39,2.94
1731718800,3,1174.93,0.04,33.24,28.61,2.95,32.91,43.16,3.32
1731722400,3,1735.69,5.48,55.52,6.08,4.47,46.37,60.23,5.0
1731726000,4,2777.1,43.81,61.69,1.23,6.02,66.63,85.51,6.14
1731729600,5,3471.37,76.0,61.01,5.72,7.03,78.58,100.04,7.22
1731733200,5,3791.81,85.83,66.49,11.18,8.11,83.83,106.92,11.78
1731736800,5,3791.81,78.68,77.46,19.31,8.94,84.43,108.33,15.71
1731740400,3,961.3,6.31,28.45,101.57,30.99,27.2,36.95,3.99
1731744000,3,801.09,3.19,19.19,123.02,24.56,26.5,36.52,3.13
1731747600,3,794.41,2.46,17.99,130.18,21.46,27.78,38.59,3.17
1731751200,3,1762.39,10.39,63.06,86.55,19.55,46.16,61.62,10.89
1731754800,5,3337.86,29.95,130.24,30.76,21.7,77.43,99.29,23.81
1731758400,5,4592.9,66.16,167.25,2.95,23.84,94.51,119.85,34.96
1731762000,5,5928.04,119.81,183.7,0.0,26.23,110.23,139.24,46.1
1731765600,5,6782.53,150.2,189.19,0.0,27.42,125.57,159.12,56.24
1731769200,5,6782.53,153.78,180.96,0.0,25.75,135.06,172.6,59.28
1731772800,5,6729.13,148.42,171.36,0.0,16.69,146.78,187.89,39.01
1731776400,5,6408.69,135.9,157.65,0.0,11.44,151.52,195.25,27.87
1731780000,5,5661.01,112.65,138.46,0.0,8.46,141.75,185.16,21.53
1731783600,5,4592.9,80.47,119.27,0.0,5.54,114.29,151.7,14.82
1731787200,5,3631.59,50.96,105.56,0.0,3.93,93.82,125.36,11.27
1731790800,5,2937.32,28.61,93.22,0.01,3.28,82.03,109.9,10.13
1731794400,4,2269.74,11.29,78.14,0.37,2.8,69.81,93.57,9.37
1731798000,4,1762.39,2.12,61.01,3.8,2.65,59.38,79.19,8.99
1731801600,4,1482.01,0.43,47.3,10.37,2.71,53.55,70.64,9.12
1731805200,4,1455.31,0.68,44.55,10.82,3.19,52.28,68.62,10.51
1731808800,4,1869.2,9.61,54.84,1.63,4.77,60.27,78.39,15.2
1731812400,4,2563.48,37.1,60.32,2.75,6.32,67.81,87.44,19.0
1731816000,4,2830.51,51.86,60.32,11.62,7.33,66.29,85.68,19.0
1731819600,4,2777.1,50.07,61.69,21.99,7.99,64.0,83.78,18.49
1731823200,4,2296.45,32.63,58.95,40.77,7.99,57.66,75.89,15.71
1731826800,3,907.9,4.75,21.76,108.72,10.61,24.54,33.54,6.27
1731830400,3,747.68,2.21,13.37,133.04,10.85,24.11,32.22,5.32
1731834000,4,707.63,1.56,11.65,144.48,11.68,26.27,34.38,5.13
1731837600,3,921.25,2.43,21.93,135.9,8.34,32.92,42.37,7.28
1731841200,3,1308.44,2.93,42.5,113.01,6.68,43.58,55.18,10.26
1731844800,4,1735.69,0.92,71.29,80.11,7.15,56.96,70.88,12.41
1731848400,5,2696.99,4.58,122.01,20.74,8.11,77.77,95.36,16.72
1731852000,5,3631.59,31.29,132.98,0.02,8.58,103.51,126.16,21.53
1731855600,5,4005.43,42.02,128.87,0.0,8.34,127.54,154.68,24.57
1731859200,5,4219.06,42.92,127.49,0.0,8.11,147.62,178.3,26.09
1731862800,5,4219.06,37.55,126.12,0.0,7.87,156.85,189.42,26.09
1731866400,5,3898.62,29.5,119.27,0.01,6.97,151.2,183.52,24.07
1731870000,5,3337.86,17.21,112.41,0.11,5.48,132.87,161.58,19.76
1731873600,5,2883.91,8.72,102.82,0.56,5.01,120.7,146.78,17.99
1731877200,5,2590.18,3.74,91.85,1.72,4.89,113.37,138.46,17.73
1731880800,5,2216.34,1.1,77.46,5.28,4.65,102.57,126.18,17.48
1731884400,5,1922.61,0.36,63.06,9.48,4.77,92.82,115.24,16.97
1731888000,5,1789.09,0.5,56.89,9.66,5.48,88.7,110.71,17.48
1731891600,5,1922.61,3.41,58.95,3.17,6.56,89.76,112.94,19.0
1731895200,5,2643.59,27.05,63.06,0.05,8.34,104.61,131.9,23.56
1731898800,5,3952.03,80.47,70.6,1.48,10.25,126.05,158.57,28.88
1731902400,5,5340.58,135.9,79.51,5.28,12.16,148.43,185.81,32.93
1731906000,5,5714.42,143.05,91.85,10.01,13.23,156.94,196.19,32.93
1731909600,5,4913.33,103.71,106.93,19.85,12.99,146.04,182.99,28.12
1731913200,4,1588.82,11.96,50.72,92.98,16.93,65.78,82.79,11.65
1731916800,4,1214.98,4.97,31.53,131.61,17.64,66.07,81.04,9.5
1731920400,4,1188.28,3.41,27.76,153.06,18.12,72.88,87.39,9.25
1731924000,5,1655.58,5.2,49.35,140.19,14.42,90.6,107.14,12.29
1731927600,5,2429.96,6.71,90.48,98.71,11.8,119.6,140.34,16.47
1731931200,5,3284.45,3.74,145.32,36.12,11.44,143.37,167.72,19.76
1731934800,5,4539.49,29.5,174.11,0.55,11.92,171.87,201.22,24.32
1731938400,5,5607.6,67.95,171.36,0.0,12.64,205.39,241.84,29.89
1731942000,5,6034.85,81.36,169.99,0.0,12.99,237.73,282.1,32.93
1731945600,5,6462.1,87.62,175.48,0.0,14.19,266.82,317.59,34.96
1731949200,5,6835.94,92.09,180.96,0.0,16.69,287.28,343.41,41.04
1731952800,5,6942.75,92.98,186.44,0.0,19.31,288.96,347.12,46.61
1731956400,5,6622.31,84.94,186.44,0.0,21.93,272.85,327.52,50.66
1731960000,5,6141.66,71.53,186.44,0.0,23.84,255.71,306.08,53.7
1731963600,5,5661.01,56.33,180.96,0.0,24.8,238.53,285.86,55.73
1731967200,5,4913.33,37.55,167.25,0.0,24.32,217.95,260.05,53.2
1731970800,5,4112.24,18.1,152.17,0.08,23.6,200.17,237.27,51.68
1731974400,5,3578.19,6.87,139.83,0.87,24.32,190.93,225.46,54.21
1731978000,5,3471.37,6.98,130.24,0.73,25.27,190.94,226.0,57.76
1731981600,5,4058.84,32.63,122.01,0.02,27.18,206.32,246.32,63.84
1731985200,5,5340.58,92.98,115.16,1.48,26.23,225.07,269.9,63.84
1731988800,5,6675.72,153.78,115.16,6.35,19.79,242.94,291.65,51.68
1731992400,5,6835.94,159.14,123.38,12.7,16.93,239.21,288.0,42.05
1731996000,5,5874.63,111.76,134.35,25.75,15.02,213.52,256.84,31.66
1731999600,5,1815.8,12.96,56.89,104.43,17.17,93.15,111.41,13.05
1732003200,5,1348.5,5.36,35.99,145.91,18.36,90.38,106.46,11.4
1732006800,5,1348.5,3.44,31.87,173.09,19.31,103.95,120.67,11.78
1732010400,5,1789.09,4.02,52.09,163.08,16.69,123.99,143.09,14.57
1732014000,5,2536.77,3.8,93.22,117.3,14.54,150.82,173.71,17.99
1732017600,5,3364.56,1.12,148.06,52.21,14.07,174.87,201.37,21.03
1732021200,5,4753.11,23.92,189.19,2.59,14.31,205.05,236.09,25.33
1732024800,5,6034.85,67.95,189.19,0.0,14.42,241.25,279.57,31.16
1732028400,5,6568.91,86.72,183.7,0.0,14.31,274.69,320.28,35.46
1732032000,5,6942.75,95.67,183.7,0.0,14.78,300.52,352.34,36.48
1732035600,5,7263.18,98.35,186.44,0.0,16.45,311.57,368.1,41.04
1732039200,5,7156.37,95.67,189.19,0.0,18.12,303.8,362.66,45.09
1732042800,5,6675.72,84.04,186.44,0.0,20.98,279.38,335.15,49.14
1732046400,5,6141.66,68.84,186.44,0.0,23.13,257.95,310.32,53.2
1732050000,5,5767.82,56.77,180.96,0.0,24.56,242.8,294.04,56.74
1732053600,5,5180.36,42.92,169.99,0.0,24.56,227.06,274.94,56.74
1732057200,5,4539.49,25.26,156.28,0.03,24.32,216.33,258.95,55.73
1732060800,5,3952.03,10.62,145.32,0.53,24.8,210.87,249.76,55.73
1732064400,5,3578.19,7.26,128.87,0.77,20.98,205.81,242.96,48.64
1732068000,5,4058.84,32.19,115.16,0.03,16.69,213.77,253.27,41.04
1732071600,5,5340.58,94.77,109.67,1.33,14.78,225.79,268.38,39.52
1732075200,5,6782.53,160.93,112.41,5.9,14.54,244.44,290.81,39.52
1732078800,5,7263.18,171.66,126.12,11.8,15.14,251.1,299.13,37.49
1732082400,5,6622.31,130.53,149.43,23.96,15.26,241.94,286.59,31.92
1732086000,5,2136.23,16.32,69.92,101.57,19.31,111.45,130.32,13.81
1732089600,5,1495.36,6.26,43.87,145.91,21.22,108.39,125.02,11.91
1732093200,5,1468.66,3.58,36.67,180.24,22.89,126.06,143.83,12.16
1732096800,5,2323.15,6.03,74.03,155.93,20.98,159.62,181.92,17.23
1732100400,5,3791.81,10.95,150.8,80.11,22.17,205.48,234.36,27.36
1732104000,5,5821.23,46.04,224.83,7.06,28.85,245.19,280.3,41.54
1732107600,5,8972.17,135.9,271.44,0.0,40.53,284.49,326.82,60.29
1732111200,5,11322.02,194.91,312.57,0.0,51.02,318.58,370.16,78.02
1732114800,5,12496.95,212.79,334.5,0.0,58.17,354.47,416.47,94.23
1732118400,5,12496.95,198.48,339.98,0.0,60.56,385.89,461.56,102.34
1732122000,5,11108.4,153.78,309.82,0.0,52.45,396.39,484.7,96.26
1732125600,5,8758.54,104.61,246.76,0.0,35.29,365.29,454.91,69.92
1732129200,5,6568.91,67.06,180.96,0.0,15.97,308.28,385.5,35.97
1732132800,5,4859.92,36.66,137.09,0.0,10.61,255.81,321.16,24.57
1732136400,5,3685.0,14.31,105.56,0.16,10.73,220.55,277.6,23.56
1732140000,5,2990.72,3.38,82.94,2.79,15.02,205.18,255.65,28.37
1732143600,5,2696.99,0.23,67.86,12.87,19.55,201.23,247.22,32.17
1732147200,5,2590.18,0.05,61.01,21.46,23.13,200.81,244.01,34.45
1732150800,5,2696.99,0.31,67.17,16.99,25.27,200.39,241.03,36.48
1732154400,5,3578.19,21.23,86.37,0.74,30.28,217.62,260.38,45.09
1732158000,5,5287.17,79.57,104.19,0.95,33.86,241.33,287.82,53.2
1732161600,5,6729.13,143.05,113.79,5.32,23.6,258.08,306.78,46.61
1732165200,5,7049.56,155.57,124.75,11.44,18.84,254.57,302.13,39.01
1732168800,5,6141.66,114.44,135.72,23.25,16.69,229.16,271.81,30.91
1732172400,5,1976.01,13.63,61.69,98.71,21.46,105.43,123.95,11.27
1732176000,5,1548.77,6.03,42.16,138.76,22.17,109.19,127.31,9.63
1732179600,5,1615.52,3.74,38.04,168.8,23.37,132.98,153.59,10.01
1732183200,5,2456.67,6.31,77.46,140.19,20.5,167.8,193.07,14.95
1732186800,5,3791.81,11.29,146.69,64.37,18.12,211.34,242.66,21.53
1732190400,5,5340.58,41.13,197.41,4.65,19.31,249.45,286.83,28.88
1732194000,5,7583.62,113.55,222.09,0.0,28.37,288.11,332.59,45.6
1732197600,5,9613.04,177.03,246.76,0.0,38.62,323.74,375.91,66.88
