dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1735646400,5,4699.71,21.46,175.48,11.44,15.74,282.72,318.35,26.35
1735650000,5,6355.29,71.53,191.93,0.01,16.45,327.62,369.7,32.93
1735653600,5,7690.43,109.97,200.15,0.0,17.4,373.55,423.84,40.53
1735657200,5,8117.68,119.81,202.89,0.0,18.12,414.84,473.46,45.09
1735660800,5,8544.92,123.38,208.38,0.0,20.74,451.74,518.15,48.64
1735664400,5,9078.98,128.75,222.09,0.0,25.75,475.75,548.45,60.29
1735668000,5,9292.6,128.75,233.05,0.0,29.8,475.4,552.3,70.93
1735671600,5,8865.36,118.02,233.05,0.0,30.99,451.03,526.64,73.97
1735675200,5,8117.68,99.24,230.31,0.0,31.47,422.69,496.18,74.98
1735678800,5,7370.0,76.89,219.35,0.0,30.52,398.57,469.03,76.0
1735682400,5,6141.66,48.73,191.93,0.0,27.66,361.25,426.73,70.93
1735686000,5,4913.33,25.93,161.77,0.01,22.65,328.79,387.53,61.81
1735689600,5,4219.06,14.31,135.72,0.09,16.21,307.84,360.85,46.1
1735693200,5,3791.81,12.74,115.16,0.13,8.46,286.71,335.26,24.07
1735696800,5,4165.65,33.53,101.45,0.01,7.75,281.33,330.99,19.76
1735700400,5,5233.76,79.57,102.82,0.1,9.06,293.08,345.83,20.01
1735704000,5,6408.69,126.96,109.67,2.19,10.37,311.99,368.42,23.81
1735707600,5,6729.13,139.47,113.79,7.6,11.44,313.96,371.79,31.41
1735711200,5,6088.26,110.86,122.01,16.81,12.16,296.33,351.48,30.91
1735714800,5,2403.26,8.16,73.34,76.53,16.21,182.15,209.28,17.23
1735718400,5,2029.42,3.41,48.67,110.15,17.4,195.08,221.13,16.72
1735722000,5,2002.72,2.37,44.55,118.73,17.64,198.67,224.67,16.97
1735725600,5,2403.26,3.63,61.01,97.27,14.66,214.96,242.71,19.0
1735729200,5,2990.72,5.42,87.74,67.23,12.64,244.07,273.58,20.77
1735732800,5,3685.0,5.31,126.12,22.89,11.8,267.98,298.11,22.04
1735736400,5,5020.14,41.13,149.43,0.12,11.44,293.32,328.08,26.09
1735740000,5,6195.07,83.15,153.54,0.0,11.21,328.08,371.89,31.41
1735743600,5,6515.5,92.09,150.8,0.0,10.61,367.31,420.43,29.89
1735747200,5,6675.72,92.09,149.43,0.0,10.61,400.52,457.83,26.09
1735750800,5,6462.1,82.25,146.69,0.0,10.49,399.69,456.42,28.12
1735754400,5,5767.82,62.58,139.83,0.0,9.54,360.11,413.06,28.37
1735758000,5,4859.92,40.23,128.87,0.0,8.7,314.19,358.78,22.55
1735761600,5,4592.9,33.53,123.38,0.0,8.82,291.63,333.4,16.97
1735765200,5,4486.08,30.85,122.01,0.0,9.89,264.78,309.34,15.83
1735768800,5,3952.03,23.02,111.04,0.01,8.46,224.54,271.15,16.72
1735772400,5,3391.27,14.75,95.96,0.07,5.84,197.84,241.36,13.3
1735776000,5,2990.72,10.17,84.31,0.19,4.53,186.03,224.48,10.64
1735779600,5,2777.1,10.73,71.97,0.27,4.41,179.19,211.97,10.39
1735783200,5,3204.35,31.29,63.75,0.02,6.38,191.45,224.49,14.19
1735786800,5,4379.27,76.89,63.06,0.06,8.7,221.69,258.8,17.73
1735790400,5,5607.6,121.59,67.17,0.82,10.61,263.54,307.0,22.29
1735794000,5,6195.07,135.9,72.66,1.94,11.8,287.23,336.19,29.64
1735797600,5,5981.45,125.17,80.2,3.13,12.52,280.28,330.81,30.15
1735801200,5,2723.69,19.45,67.86,22.71,16.93,141.84,167.98,15.33
1735804800,5,2082.82,8.27,58.26,41.48,18.6,100.23,119.67,12.54
1735808400,5,1842.5,6.48,55.52,50.78,20.74,79.75,96.54,11.78
1735812000,5,2323.15,15.65,73.34,34.33,17.17,81.25,100.2,15.83
1735815600,5,3311.16,38.44,95.96,9.12,13.83,100.49,123.95,21.53
1735819200,5,4432.68,76.89,104.19,0.96,12.99,125.43,153.23,25.59
1735822800,5,5981.45,132.32,111.04,0.0,13.83,161.19,195.77,31.66
1735826400,5,7263.18,177.03,123.38,0.0,15.26,207.4,252.23,38.5
1735830000,5,8224.49,202.06,132.98,0.0,17.17,255.14,310.24,40.02
1735833600,5,9613.04,232.46,145.32,0.0,25.51,313.64,380.52,58.26
1735837200,5,10787.96,253.92,159.03,0.0,36.24,367.56,448.54,87.14
1735840800,5,11001.59,257.49,167.25,0.0,41.48,382.78,473.04,104.37
1735844400,5,10253.91,236.03,165.88,0.0,39.58,356.85,448.01,103.35
1735848000,5,9078.98,203.85,156.28,0.0,32.9,316.1,400.71,87.14
1735851600,5,7690.43,162.72,142.57,0.0,21.93,273.97,347.35,57.76
1735855200,5,5928.04,109.08,124.75,0.0,9.54,219.14,278.31,22.04
1735858800,5,4646.3,69.74,111.04,0.0,6.68,184.19,235.39,15.45
1735862400,5,4058.84,51.86,100.08,0.0,7.57,172.07,220.68,17.73
1735866000,5,3898.62,48.73,94.59,0.0,10.73,174.68,223.96,25.33
1735869600,5,4646.3,74.21,91.85,0.0,16.93,203.01,258.55,40.02
1735873200,5,6355.29,139.47,95.96,0.06,25.51,249.17,313.73,58.26
1735876800,5,8331.3,212.79,102.82,1.52,34.81,300.14,373.38,78.02
1735880400,5,9506.23,246.76,115.16,4.83,35.76,334.17,411.42,80.05
1735884000,5,9613.04,225.31,146.69,10.64,30.52,341.88,412.9,65.86
1735887600,5,3417.97,38.0,97.33,52.21,59.6,171.67,204.01,19.51
1735891200,5,3017.43,22.13,95.96,86.55,67.71,189.33,219.63,15.58
1735894800,5,2937.32,15.2,95.96,114.44,71.53,208.19,237.43,13.81
1735898400,5,3685.0,16.54,134.35,86.55,64.85,238.28,270.67,19.0
1735902000,5,5233.76,34.42,200.15,30.04,61.99,287.85,327.87,32.42
1735905600,5,6729.13,81.36,227.57,2.68,60.56,314.23,360.17,46.61
1735909200,5,8758.54,155.57,244.02,0.01,64.85,334.61,386.67,63.84
1735912800,5,10467.53,211.0,260.47,0.0,71.53,364.39,424.13,82.08
1735916400,5,11428.83,236.03,268.7,0.0,73.43,395.47,464.41,98.29
1735920000,5,12069.7,246.76,274.18,0.0,70.57,427.56,508.73,108.42
1735923600,5,11962.89,239.61,263.21,0.0,65.8,433.44,525.91,114.5
1735927200,5,10894.78,212.79,233.05,0.0,55.79,396.13,495.13,109.43
1735930800,5,9292.6,175.24,200.15,0.0,44.35,333.3,429.46,96.26
1735934400,5,7156.37,123.38,163.14,0.0,32.42,260.3,349.88,79.04
1735938000,5,4966.74,68.84,124.75,0.0,21.46,186.84,266.13,62.32
1735941600,5,3311.16,36.66,89.11,0.0,14.19,133.69,198.02,47.62
1735945200,5,2243.04,17.66,65.12,0.06,9.78,100.96,150.22,36.48
1735948800,5,1628.88,6.59,50.04,0.83,7.09,80.98,117.78,28.63
1735952400,4,1388.55,3.05,42.5,3.44,5.72,68.65,96.48,23.31
1735956000,4,1815.8,12.29,50.72,0.86,6.62,73.89,99.8,24.07
1735959600,5,2696.99,38.0,65.12,0.22,8.11,87.14,115.55,26.35
1735963200,5,3070.83,49.62,72.66,5.72,8.34,88.7,118.98,26.09
1735966800,5,2777.1,42.47,65.12,18.06,8.58,84.78,114.94,23.56
1735970400,5,2056.12,20.56,51.41,46.49,9.18,81.12,106.51,17.73
1735974000,5,1094.82,2.96,18.51,117.3,11.09,88.56,104.57,6.59
1735977600,5,1014.71,1.34,11.48,144.48,11.21,108.41,123.84,4.88
1735981200,5,1001.36,0.85,9.6,157.36,11.92,120.98,136.75,4.31
1735984800,5,1148.22,1.15,18.16,150.2,11.32,130.63,147.22,5.95
1735988400,5,1495.36,1.17,38.39,128.75,12.28,149.25,167.58,9.12
1735992000,5,2109.53,0.32,72.66,94.41,13.95,171.91,193.03,12.41
1735995600,5,3097.53,0.02,119.27,50.07,13.83,202.19,227.26,16.47
1735999200,5,3738.4,0.8,143.95,16.99,12.52,224.85,253.41,20.01
1736002800,5,3685.0,2.85,134.35,5.9,10.97,231.23,261.59,20.77
1736006400,5,3578.19,4.86,123.38,2.55,9.66,224.07,254.49,18.49
1736010000,5,3578.19,6.87,120.64,1.12,8.94,213.08,244.49,15.96
1736013600,5,3364.56,6.82,115.16,0.93,8.34,190.58,222.4,12.79
1736017200,5,3097.53,9.39,104.19,0.37,6.32,165.33,196.88,8.36
1736020800,5,2883.91,11.18,90.48,0.14,4.65,148.7,180.92,6.46
1736024400,5,2536.77,7.38,77.46,0.55,4.41,133.77,166.44,7.41
1736028000,5,2189.64,2.88,67.17,2.3,5.36,123.65,155.09,10.77
1736031600,5,2002.72,0.96,58.26,5.28,5.42,119.55,148.98,11.15
1736035200,5,1922.61,0.95,53.47,5.81,5.13,118.96,146.88,10.01
1736038800,5,1976.01,2.71,52.78,3.35,5.3,118.51,145.35,9.88
1736042400,5,2563.48,20.34,56.21,0.18,7.33,132.57,162.55,13.81
1736046000,5,3845.21,67.06,63.06,0.04,10.01,161.74,198.2,18.49
1736049600,5,5126.95,111.76,73.34,1.11,11.32,189.89,232.47,21.28
1736053200,5,5767.82,130.53,80.88,4.25,11.68,204.7,251.09,26.85
1736056800,5,5447.39,114.44,89.11,9.92,13.59,192.21,235.13,26.35
1736060400,4,1575.47,13.19,48.67,65.8,33.38,68.97,85.7,7.35
1736064000,4,1174.93,7.1,36.67,89.41,38.62,66.26,82.37,4.81
1736067600,4,1014.71,4.75,31.19,103.0,41.48,68.85,85.84,3.67
1736071200,5,1161.58,4.36,40.78,97.27,40.53,76.07,94.28,5.32
1736074800,5,1482.01,3.69,60.32,75.1,33.38,80.95,99.39,8.61
1736078400,5,1682.28,0.94,75.4,52.21,23.37,76.89,94.26,10.77
1736082000,5,2643.59,8.72,115.16,10.1,16.21,90.38,109.95,16.47
1736085600,5,3952.03,46.04,126.12,0.0,14.54,125.03,151.12,26.09
1736089200,5,4859.92,73.31,123.38,0.0,16.93,163.34,196.73,36.98
1736092800,5,5661.01,94.77,127.49,0.0,23.6,205.49,246.02,52.69
1736096400,5,6515.5,112.65,138.46,0.0,28.37,243.6,289.02,62.32
1736100000,5,7156.37,123.38,149.43,0.0,28.85,267.52,314.1,60.8
1736103600,5,7049.56,119.81,154.91,0.0,22.41,264.7,308.71,42.56
1736107200,5,6515.5,101.03,152.17,0.0,15.14,249.49,289.49,22.29
1736110800,5,5661.01,72.42,143.95,0.0,10.61,228.2,263.96,11.4
1736114400,5,4325.87,38.0,127.49,0.0,7.75,194.33,224.73,6.78
1736118000,5,3417.97,18.33,108.3,0.02,5.72,172.0,200.16,5.57
1736121600,5,2964.02,12.07,91.85,0.1,4.89,161.05,188.63,5.57
1736125200,5,2777.1,13.3,78.14,0.15,5.13,154.86,183.67,6.71
1736128800,5,3284.45,36.66,71.29,0.01,7.21,168.21,202.54,9.63
1736132400,5,4753.11,92.09,75.4,0.06,9.42,196.69,238.21,11.78
1736136000,5,6301.88,146.63,86.37,1.65,10.85,221.16,267.89,13.17
1736139600,5,6835.94,162.72,94.59,6.08,11.8,226.22,274.95,19.0
1736143200,5,6248.47,134.11,106.93,14.66,14.07,206.91,252.15,23.56
1736146800,3,1094.82,7.38,32.56,98.71,35.29,44.14,53.18,3.67
1736150400,3,707.63,3.16,17.31,117.3,26.23,30.77,37.27,2.53
1736154000,3,667.57,2.35,15.08,124.45,22.41,29.4,35.7,2.72
1736157600,3,801.09,2.21,19.71,127.32,18.12,38.65,46.93,4.43
1736161200,4,1054.76,1.76,29.82,123.02,14.19,55.83,67.63,6.84
1736164800,4,1241.68,0.45,41.13,113.01,12.52,66.18,80.29,8.04
1736168400,5,1655.58,0.0,64.43,82.97,11.21,78.05,94.77,10.64
1736172000,5,2082.82,0.0,87.05,54.36,10.37,93.26,113.43,14.06
1736175600,5,2216.34,0.01,89.11,45.06,10.01,102.08,124.92,15.58
1736179200,5,2216.34,0.01,82.25,45.42,9.54,103.1,126.5,15.58
1736182800,5,2029.42,0.0,69.23,52.21,8.94,95.59,118.23,14.69
1736186400,5,1735.69,0.0,56.21,60.8,7.87,82.76,102.72,12.79
1736190000,4,1401.9,0.0,42.5,70.81,6.62,67.62,83.35,9.88
1736193600,4,1108.17,0.0,28.45,82.97,5.84,56.05,68.32,8.04
1736197200,3,867.84,0.0,17.31,95.84,5.48,45.49,54.99,6.65
1736200800,3,720.98,0.0,11.31,103.0,5.19,38.31,46.13,5.76
1736204400,3,714.3,0.0,10.02,103.0,4.95,38.43,46.04,5.95
1736208000,3,761.03,0.0,10.8,98.71,5.01,42.64,50.72,6.52
1736211600,4,881.2,0.0,14.57,90.84,5.3,50.1,59.61,7.79
1736215200,4,1308.44,0.0,33.59,63.66,6.32,67.09,81.08,12.03
1736218800,5,2029.42,2.26,69.23,20.56,7.63,88.1,107.81,16.72
1736222400,5,2696.99,25.03,74.03,13.95,9.3,101.27,125.79,20.52
1736226000,5,2803.8,35.76,67.17,25.75,10.25,102.51,129.03,21.79
1736229600,5,2376.56,26.15,59.63,46.49,10.85,91.2,115.39,19.25
1736233200,4,1201.63,6.71,30.16,103.0,13.71,51.55,64.21,9.75
1736236800,4,1028.06,4.02,21.93,125.89,13.23,52.25,63.56,7.98
1736240400,4,988.01,2.99,20.05,140.19,12.76,55.75,66.79,7.47
1736244000,4,1054.76,2.63,22.96,145.91,10.85,63.54,75.84,8.11
1736247600,5,1268.39,2.21,31.87,143.05,10.49,78.26,93.09,9.63
1736251200,5,1495.36,0.78,44.55,130.18,10.73,88.68,104.88,10.64
1736254800,5,2216.34,0.0,83.63,84.4,11.09,113.86,134.08,14.69
1736258400,5,3017.43,0.04,124.75,41.48,11.56,153.22,179.51,20.27
1736262000,5,3417.97,0.22,139.83,25.39,11.8,185.57,216.9,24.07
1736265600,5,3845.21,2.01,150.8,11.0,11.68,216.57,253.05,28.12
1736269200,5,4272.46,9.5,153.54,1.22,11.32,245.27,287.39,31.41
1736272800,5,4325.87,15.87,145.32,0.25,10.01,252.61,296.74,30.65
1736276400,5,3952.03,12.63,135.72,0.45,7.87,231.45,271.74,25.59
1736280000,5,3391.27,5.36,122.01,1.81,6.62,207.14,242.74,22.55
1736283600,5,2990.72,1.4,106.93,5.05,6.08,189.43,222.62,21.53
1736287200,5,2616.88,0.35,87.74,10.1,5.54,168.32,199.03,21.03
1736290800,5,2269.74,0.12,69.92,15.2,5.07,149.46,177.48,20.27
1736294400,5,2082.82,0.14,60.32,16.63,4.77,138.08,164.43,20.01
1736298000,5,2082.82,0.72,60.32,11.44,4.95,132.2,157.98,20.27
1736301600,5,2590.18,12.18,69.92,1.18,6.97,141.73,169.88,24.32
1736305200,5,3311.16,38.0,80.88,0.41,9.06,152.52,183.33,26.85
1736308800,5,3097.53,34.87,84.31,12.16,10.25,132.45,159.31,24.07
1736312400,5,2857.21,32.63,77.46,32.19,11.21,124.26,150.66,23.31
1736316000,5,2403.26,21.9,67.17,60.8,11.92,116.57,141.21,21.28
1736319600,5,1228.33,4.53,27.08,133.04,14.9,81.26,95.71,12.16
1736323200,5,1148.22,2.51,18.85,160.22,15.14,88.01,102.4,11.27
1736326800,5,1134.87,1.93,16.79,171.66,14.42,86.26,100.07,10.77
1736330400,5,1268.39,2.12,22.96,168.8,12.04,93.47,108.09,11.27
1736334000,5,1655.58,2.21,38.73,160.22,11.68,123.44,141.37,13.55
1736337600,5,2136.23,0.83,61.01,141.62,12.28,151.69,172.88,15.33
1736341200,5,3391.27,0.19,130.24,61.51,13.83,197.74,224.82,21.28
1736344800,5,4699.71,12.52,178.22,2.77,15.26,256.2,292.06,28.63
1736348400,5,5287.17,28.16,172.73,0.04,15.26,299.16,342.77,33.44
1736352000,5,5661.01,33.53,171.36,0.01,15.26,328.65,378.08,36.48
1736355600,5,5874.63,33.97,174.11,0.01,15.26,341.72,395.98,38.5
1736359200,5,5928.04,36.66,175.48,0.0,14.9,336.81,393.05,38.5
1736362800,5,5607.6,31.74,174.11,0.01,14.78,310.87,363.73,36.98
1736366400,5,5233.76,21.68,172.73,0.05,17.17,291.57,341.76,41.54
1736370000,5,5020.14,12.74,174.11,0.18,20.03,289.48,339.87,49.14
1736373600,5,4859.92,6.54,174.11,0.69,22.89,291.01,342.13,56.24
1736377200,5,4753.11,4.3,168.62,0.84,25.03,292.9,344.14,61.81
1736380800,5,4699.71,6.26,160.4,0.27,26.7,291.18,342.38,65.86
1736384400,5,4646.3,12.52,148.06,0.09,26.46,281.12,331.6,62.82
1736388000,5,5180.36,41.13,135.72,0.0,26.7,287.93,339.1,61.3
1736391600,5,6675.72,103.71,137.09,0.15,27.18,310.77,364.59,60.8
1736395200,5,8224.49,169.87,139.83,3.31,25.99,334.21,392.6,57.76
1736398800,5,8972.17,187.75,150.8,9.75,25.51,345.23,404.09,52.69
1736402400,5,8117.68,143.05,169.99,22.17,24.32,325.24,378.6,43.06
1736406000,5,2269.74,11.06,62.38,121.59,26.7,145.62,168.45,16.97
1736409600,5,1655.58,4.3,33.59,161.65,25.51,140.43,161.45,15.2
1736413200,5,1522.06,2.68,26.73,183.11,25.27,140.69,160.6,14.57
1736416800,5,1922.61,3.8,45.93,170.23,20.74,165.42,187.54,17.23
1736420400,5,2616.88,4.58,78.83,135.9,16.45,208.59,235.02,21.28
1736424000,5,3284.45,2.1,119.27,84.4,15.26,238.25,268.24,24.32
1736427600,5,4486.08,7.93,178.22,15.56,15.74,276.08,311.94,30.4
1736431200,5,5821.23,42.47,189.19,0.01,16.45,326.42,371.37,38.0
1736434800,5,6622.31,63.48,189.19,0.0,16.69,376.28,431.7,45.09
1736438400,5,7263.18,77.78,197.41,0.0,17.17,416.79,481.29,50.16
1736442000,5,7583.62,80.47,208.38,0.0,16.69,433.78,504.36,51.17
1736445600,5,7263.18,72.42,208.38,0.0,14.66,417.51,490.33,46.61
1736449200,5,6408.69,54.09,200.15,0.0,11.8,375.6,442.4,37.49
1736452800,5,5447.39,33.53,183.7,0.0,11.21,337.97,398.45,33.44
1736456400,5,4699.71,17.21,167.25,0.06,11.56,310.75,366.4,33.94
1736460000,5,4005.43,6.65,141.2,0.73,11.32,279.68,330.47,33.44
1736463600,5,3391.27,1.87,111.04,3.22,9.3,252.36,297.83,28.88
1736467200,5,2990.72,0.99,87.74,6.17,7.33,230.13,270.81,24.07
1736470800,5,2777.1,2.1,74.71,5.41,6.56,212.24,248.59,21.79
1736474400,5,3257.75,20.12,76.09,0.39,8.7,213.74,251.35,26.6
1736478000,5,4539.49,67.95,86.37,0.16,11.8,231.65,273.84,33.44
1736481600,5,6034.85,126.96,98.71,3.26,15.14,256.92,305.19,39.01
1736485200,5,6568.91,143.05,111.04,9.92,17.64,260.12,310.3,39.52
1736488800,5,5714.42,107.29,122.01,22.53,18.36,233.78,279.81,34.45
1736492400,5,1895.9,12.18,55.52,103.0,20.74,114.62,134.07,18.49
1736496000,5,1535.42,6.31,38.39,134.47,22.89,112.45,130.12,16.97
1736499600,5,1535.42,4.69,35.3,153.06,24.8,116.81,134.18,16.97
1736503200,5,2269.74,8.61,69.23,121.59,22.65,138.15,158.91,20.27
1736506800,5,3471.37,16.32,124.75,60.8,20.03,174.93,201.62,25.33
1736510400,5,4806.52,39.79,167.25,8.58,19.31,204.49,236.3,29.39
1736514000,5,6835.94,101.03,186.44,0.03,21.93,244.78,284.07,38.0
1736517600,5,8972.17,160.93,208.38,0.0,28.37,299.07,349.42,53.7
1736521200,5,11001.59,205.64,238.54,0.0,37.67,367.28,432.91,73.97
1736524800,5,12603.76,218.15,279.66,0.0,42.92,443.61,527.79,87.14
1736528400,5,12176.51,180.6,287.89,0.0,34.33,486.6,584.68,76.0
1736532000,5,9506.23,111.76,238.54,0.0,21.46,460.48,556.81,54.72
1736535600,5,6248.47,44.7,172.73,0.0,12.52,394.62,472.04,34.96
1736539200,5,4325.87,8.49,127.49,2.46,7.87,354.0,416.4,24.07
1736542800,5,3391.27,0.13,82.94,21.82,5.6,335.06,389.2,17.99
1736546400,5,2964.02,0.0,54.84,40.41,4.89,326.7,375.25,14.95
1736550000,5,2750.4,0.0,42.5,48.64,4.77,318.28,363.57,13.93
1736553600,5,2643.59,0.0,38.04,50.78,4.83,308.88,351.73,13.93
1736557200,5,2670.29,0.0,43.18,47.21,5.3,297.9,339.64,15.58
1736560800,5,3257.75,0.69,76.77,21.82,7.45,308.38,353.26,21.28
1736564400,5,4539.49,23.69,116.53,1.01,10.01,333.32,383.32,24.32
1736568000,5,5340.58,47.39,128.87,4.29,11.09,342.57,395.31,24.07
1736571600,5,5020.14,42.47,122.01,19.13,10.97,327.39,378.79,24.83
1736575200,5,4005.43,21.23,101.45,62.94,12.28,310.28,354.64,21.28
1736578800,5,2269.74,3.69,40.78,160.22,22.41,280.17,307.19,10.39
1736582400,5,1895.9,2.29,28.45,177.38,24.32,259.59,282.82,9.5
1736586000,5,1668.93,1.48,21.42,181.67,22.65,237.18,257.56,9.12
1736589600,5,1708.98,1.42,29.47,165.94,18.6,226.85,246.35,10.39
1736593200,5,2082.82,1.3,48.67,133.04,13.71,233.17,254.13,13.05
1736596800,5,2429.96,0.43,69.92,92.98,10.97,232.11,253.77,14.82
1736600400,5,3391.27,1.51,120.64,30.76,10.85,245.99,271.31,19.76
1736604000,5,4592.9,23.02,145.32,0.26,12.04,277.84,310.32,27.36
1736607600,5,5287.17,47.39,137.09,0.0,12.87,312.38,352.67,33.94
1736611200,5,5554.2,57.22,130.24,0.0,13.23,338.19,385.58,39.01
1736614800,5,5607.6,58.11,124.75,0.0,12.87,357.7,411.31,42.56
1736618400,5,5500.79,56.77,117.9,0.0,11.56,364.84,421.83,42.05
1736622000,5,4913.33,46.04,104.19,0.0,8.46,344.28,398.07,31.16
1736625600,5,4165.65,28.61,91.85,0.0,6.02,319.68,369.28,18.24
1736629200,5,3471.37,12.85,81.57,0.16,4.65,302.16,347.92,10.26
1736632800,5,3017.43,2.82,71.97,3.35,3.99,291.62,333.54,6.84
1736636400,5,2696.99,0.15,60.32,16.81,4.05,287.79,325.92,5.89
1736640000,5,2456.67,0.01,50.04,34.69,4.53,281.84,315.14,5.32
1736643600,5,2403.26,0.01,47.3,38.98,4.83,280.18,310.72,5.57
1736647200,5,2964.02,2.93,70.6,11.09,6.02,289.29,321.57,8.11
1736650800,5,4272.46,41.57,85.68,0.18,8.11,306.99,343.95,11.27
1736654400,5,5607.6,82.25,100.08,3.04,9.42,317.06,357.89,14.95
1736658000,5,6195.07,92.98,111.04,11.44,10.61,320.05,361.67,22.55
1736661600,5,6355.29,84.04,130.24,25.03,12.28,332.54,371.4,23.81
1736665200,4,947.95,4.75,26.05,108.72,30.28,59.89,65.97,3.01
1736668800,3,627.52,2.32,14.39,120.16,20.98,42.0,46.41,2.34
1736672400,3,594.14,1.72,12.85,124.45,19.31,40.69,45.02,2.5
1736676000,3,720.98,1.87,18.16,120.16,16.69,47.42,53.06,3.83
1736679600,4,934.6,1.65,26.73,111.58,12.64,58.48,65.97,5.51
1736683200,5,1295.09,0.47,38.39,108.72,10.97,86.44,96.46,6.52
1736686800,5,2189.64,0.01,72.66,81.54,10.73,142.28,157.71,10.39
1736690400,5,3097.53,0.0,104.19,52.93,10.73,214.18,236.42,14.82
1736694000,5,3631.59,0.01,113.79,44.35,10.25,280.32,308.67,17.73
1736697600,5,3898.62,0.01,115.16,40.77,9.66,325.47,357.95,19.25
1736701200,5,4005.43,0.01,111.04,38.98,9.06,345.96,380.74,19.25
1736704800,5,3791.81,0.01,104.19,37.19,7.99,341.6,376.9,17.73
1736708400,5,3524.78,0.02,97.33,33.26,6.2,320.33,353.36,15.2
1736712000,5,3364.56,0.04,93.22,25.39,5.19,297.76,329.02,14.95
1736715600,5,3097.53,0.05,82.25,21.99,4.77,271.1,301.11,15.58
1736719200,5,2696.99,0.03,66.49,23.6,4.35,237.56,265.66,15.45
1736722800,5,2349.85,0.02,53.47,27.18,4.23,211.1,237.45,15.07
1736726400,5,2189.64,0.03,48.67,27.18,4.47,198.17,223.61,14.57
1736730000,5,2243.04,0.22,53.47,20.56,5.13,195.12,221.06,14.95
1736733600,5,2857.21,10.51,72.66,2.59,7.15,212.14,242.73,19.0
1736737200,5,4058.84,48.28,86.37,0.13,9.18,238.17,274.82,22.04
1736740800,5,5126.95,87.62,97.33,2.41,10.73,260.68,302.0,26.35
1736744400,5,5180.36,87.62,102.82,9.83,11.68,259.11,301.36,28.88
1736748000,5,4165.65,54.99,100.08,26.82,12.04,232.63,269.81,24.07
1736751600,5,1495.36,3.97,31.19,134.47,21.46,175.24,192.47,7.85
1736755200,5,1295.09,2.01,18.68,163.08,21.93,184.4,200.41,6.08
1736758800,5,1281.74,1.44,16.11,175.95,21.93,191.61,207.68,5.89
1736762400,5,1482.01,1.31,19.71,178.81,17.4,212.71,231.29,7.6
1736766000,5,1708.98,1.03,27.42,173.09,14.9,235.43,257.03,9.63
1736769600,5,1922.61,0.31,38.39,155.93,14.31,240.31,262.9,10.51
1736773200,5,2643.59,0.0,74.71,108.72,13.35,268.26,294.86,14.44
1736776800,5,3391.27,0.0,109.67,66.52,12.64,310.73,342.63,19.0
1736780400,5,3738.4,0.01,119.27,50.07,12.16,342.5,378.25,21.53
1736784000,5,4165.65,0.1,132.98,31.83,11.32,371.71,411.18,24.07
1736787600,5,4592.9,1.31,146.69,10.64,10.61,395.85,440.15,26.09
1736791200,5,4646.3,4.25,145.32,3.04,9.42,398.6,445.52,25.08
1736794800,5,4325.87,3.63,137.09,3.0,7.39,380.21,424.43,20.27
1736798400,5,3898.62,1.17,123.38,6.88,6.02,360.74,401.9,17.23
1736802000,5,3578.19,0.18,105.56,13.95,5.3,339.11,377.73,16.21
1736805600,5,3124.24,0.03,84.31,21.28,4.77,311.23,346.8,15.71
1736809200,5,2777.1,0.01,68.55,25.03,4.41,285.18,318.28,15.58
1736812800,5,2616.88,0.03,61.69,24.32,4.41,266.9,298.08,15.83
1736816400,5,2643.59,0.44,65.12,15.2,4.89,253.49,284.58,17.23
1736820000,5,3337.86,17.88,76.77,0.88,7.45,260.78,296.89,23.05
1736823600,5,4806.52,70.63,86.37,0.09,10.73,287.0,331.46,29.64
1736827200,5,6515.5,132.32,98.71,1.48,13.47,329.56,382.55,36.48
1736830800,5,7263.18,153.78,109.67,5.01,14.9,351.23,407.7,39.52
1736834400,5,6675.72,126.96,123.38,12.16,15.74,340.85,394.32,35.46
1736838000,5,2269.74,9.95,64.43,103.0,27.42,207.29,232.73,15.2
1736841600,5,1922.61,5.14,47.98,138.76,30.52,210.95,236.22,12.16
1736845200,5,1949.31,3.74,47.3,155.93,34.81,219.1,245.42,11.53
1736848800,5,2723.69,5.87,82.94,121.59,32.42,240.46,270.04,16.09
1736852400,5,4058.84,13.75,146.69,51.5,28.61,277.45,312.49,22.55
1736856000,5,5714.42,51.86,183.7,5.14,27.42,313.43,353.84,27.61
1736859600,5,8224.49,118.02,219.35,0.04,34.33,368.72,417.16,40.53
1736863200,5,10467.53,164.51,268.7,0.0,50.07,440.87,500.37,65.86
1736866800,5,12069.7,185.97,312.57,0.0,66.76,511.96,584.15,91.2
1736870400,5,12710.57,178.81,350.95,0.0,78.2,561.98,648.14,112.47
1736874000,5,11856.08,150.2,348.21,0.0,76.29,563.77,660.82,119.57
1736877600,5,10253.91,121.59,301.6,0.0,66.76,523.95,623.67,114.5
1736881200,5,8758.54,100.14,257.73,0.0,57.22,469.92,564.46,103.35
1736884800,5,7797.24,83.15,224.83,0.0,51.02,435.88,522.85,94.23
1736888400,5,7156.37,69.74,205.64,0.0,47.68,416.62,496.2,89.17
1736892000,5,6675.72,53.64,194.67,0.0,44.82,403.76,474.08,82.08
1736895600,5,6034.85,36.66,183.7,0.0,38.62,382.71,445.47,70.93
1736899200,5,5393.98,25.26,164.51,0.01,29.09,358.59,415.94,56.24
